valid_time,latitude,longitude,tp,t2m,u10,v10,d2m
1990-01-09 06:00:00,39.5,22.25,0.0,265.9184,-0.095581055,0.5988312,263.82617
1990-01-09 06:00:00,39.5,22.5,0.0,266.27777,-0.16589355,1.0539093,264.97266
1990-01-09 06:00:00,39.75,22.25,0.0,267.56488,0.115356445,-1.177536,255.57225
1990-01-09 06:00:00,39.75,22.5,0.0,269.56293,1.2423096,0.117385864,260.63086
1990-01-09 12:00:00,39.5,22.25,0.0,278.84528,0.13438416,0.42271423,267.00037
1990-01-09 12:00:00,39.5,22.5,0.0,278.21246,0.49375916,0.7264252,267.74646
1990-01-09 12:00:00,39.75,22.25,0.0,278.27106,0.4693451,0.13169861,262.65662
1990-01-09 12:00:00,39.75,22.5,0.0,278.41754,0.49961853,0.48228455,264.10583
1990-01-09 18:00:00,39.5,22.25,0.0,269.49878,-0.58473206,1.3357239,265.96082
1990-01-09 18:00:00,39.5,22.5,0.0,269.05542,-1.1286774,1.2185364,266.1034
1990-01-09 18:00:00,39.75,22.25,0.0,269.864,-0.14039612,-1.1593933,263.33582
1990-01-09 18:00:00,39.75,22.5,0.0,272.55347,0.46507263,-0.3937683,264.43347
1990-01-10 00:00:00,39.5,22.25,0.0,267.1399,-0.3283844,1.1195831,263.91943
1990-01-10 00:00:00,39.5,22.5,0.0,268.25708,-0.74928284,1.1498566,264.71826
1990-01-10 00:00:00,39.75,22.25,0.0,271.3059,-0.09010315,-2.1929169,256.8003
1990-01-10 00:00:00,39.75,22.5,0.0,275.48364,0.68626404,-1.6069794,260.54053
1990-01-10 06:00:00,39.5,22.25,0.0,264.38245,-0.08140564,1.0460968,261.1892
1990-01-10 06:00:00,39.5,22.5,0.0,265.30627,-0.4651947,1.1994171,261.79663
1990-01-10 06:00:00,39.75,22.25,0.0,267.39612,-0.21128845,-1.8982391,256.1306
1990-01-10 06:00:00,39.75,22.5,0.0,270.56995,0.19691467,-1.8748016,261.4021
1990-01-10 12:00:00,39.5,22.25,0.0,281.23636,-0.11276245,0.035217285,267.386
1990-01-10 12:00:00,39.5,22.5,0.0,280.64066,-0.40670776,-0.085876465,269.56763
1990-01-10 12:00:00,39.75,22.25,0.0,279.7676,-0.095184326,0.57037354,264.84106
1990-01-10 12:00:00,39.75,22.5,0.0,280.1602,-0.67233276,-0.42181396,268.01685
1990-01-10 18:00:00,39.5,22.25,0.0,274.57568,0.5509491,0.28858948,266.28436
1990-01-10 18:00:00,39.5,22.5,0.0,274.61475,0.17790222,0.4653473,268.47968
1990-01-10 18:00:00,39.75,22.25,0.0,271.8589,0.047042847,-0.4955902,265.6125
1990-01-10 18:00:00,39.75,22.5,0.0,275.90186,0.20329285,-0.5405121,268.25897
1990-01-11 00:00:00,39.5,22.25,0.0,267.4027,-0.00010681152,0.74069214,263.28503
1990-01-11 00:00:00,39.5,22.5,0.0,267.78357,-0.15733337,0.8803406,264.67175
1990-01-11 00:00:00,39.75,22.25,0.0,268.33826,0.049697876,-1.2436829,262.65417
1990-01-11 00:00:00,39.75,22.5,0.0,270.26404,0.5282135,-0.98587036,264.7401
1990-01-11 06:00:00,39.5,22.25,0.0,266.078,-0.15142822,0.6657715,262.86786
1990-01-11 06:00:00,39.5,22.5,0.0,266.71082,-0.19830322,0.63842773,263.43622
1990-01-11 06:00:00,39.75,22.25,0.0,269.08386,0.0048217773,-1.4006348,261.88153
1990-01-11 06:00:00,39.75,22.5,0.0,273.08972,0.6864624,-0.8898926,263.91473
1990-01-11 12:00:00,39.5,22.25,0.0,280.72366,0.32104492,0.23464966,268.42184
